"","Latitude","Longitude","Elevation","Category7","Category10","AcousticDiversity","AcousticEveness","BioAcoustic","SoundscapeSaturation","EntropyOfVarianceSpectrum","AcousticComplexity","TemporalEntropy","EventsPerSecond","Aburria_aburri","Accipiter_bicolor","Amazilia_amabilis","Amazilia_franciae","Amazilia_rosenbergi","Amazilia_tzacatl","Amazona_autumnalis","Amazona_farinosa","Amblycercus_holosericeus","Ampelioides_tschudii","Anabacerthia_variegaticeps","Androdon_aequatorialis","Anthracothorax_nigricollis","Ara_ambiguus","Ara_severus","Aramides_wolfi","Arremon_aurantiirostris","Arremonops_conirostris","Neochelidon_tibialis","Attila_spadiceus","Attila_torridus","Aulacorhynchus_haematopygus","Automolus_ochrolaemus","Hyloctistes_subulatus","Baryphthengus_martii","Bubulcus_ibis","Buteo_brachyurus","Buteo_nitidus","Cacicus_cela","Cacicus_uropygialis","Campephilus_gayaquilensis","Campephilus_haematogaster","Camptostoma_obsoletum","Campylorhamphus_pusillus","Campylorhamphus_trochilirostris","Campylorhynchus_zonatus","Thryothorus_leucopogon","Thryothorus_nigricapillus","Capito_squamatus","Capsiempis_flaveola","Wilsonia_canadensis","Catharus_ustulatus","Celeus_loricatus","Cephalopterus_penduliger","Pipra_mentalis","Cercomacra_tyrannina","Chaetura_cinereiventris","Chaetura_spinicaudus","Chlorophanes_spiza","Chlorophonia_flavirostris","Chlorospingus_canigularis","Chlorospingus_flavigularis","Chlorospingus_flavovirens","Chlorothraupis_olivacea","Chlorothraupis_stolzmanni","Chondrohierax_uncinatus","Chrysothlypis_salmoni","Strix_nigrolineata","Strix_virgata","Claravis_pretiosa","Automolus_rubiginosus","Cnipodectes_subbrunneus","Coereba_flaveola","Colaptes_rubiginosus","Colonia_colonus","Columbina_buckleyi","Conopias_albovittatus","Contopus_cooperi","Contopus_sordidulus","Contopus_virens","Coragyps_atratus","Cranioleuca_erythrops","Crax_rubra","Crotophaga_ani","Leucopternis_plumbeus","Xenopipo_holochlora","Crypturellus_berlepschi","Crypturellus_soui","Cyanerpes_caeruleus","Cyanocompsa_cyanoides","Cymbilaimus_lineatus","Cyphorhinus_phaeocephalus","Dacnis_berlepschi","Dacnis_cayana","Dacnis_lineata","Dacnis_venusta","Damophila_julie","Dendrocincla_fuliginosa","Dendrocolaptes_sanctithomae","Dives_warszewiczi","Dryocopus_lineatus","Dysithamnus_mentalis","Dysithamnus_puncticeps","Elaenia_flavogaster","Elanoides_forficatus","Electron_platyrhynchum","Empidonax_alnorum","Empidonax_virescens","Epinecrophylla_fulviventris","Eubucco_bourcierii","Terenura_callinota","Euphonia_fulvicrissa","Euphonia_laniirostris","Euphonia_minuta","Euphonia_saturata","Euphonia_xanthogaster","Eutoxeres_aquila","Falco_rufigularis","Florisuga_mellivora","Fluvicola_nengeta","Formicarius_nigricapillus","Forpus_coelestis","Furnarius_leucopus","Galbula_ruficauda","Gallinula_chloropus","Geothlypis_semiflava","Geotrygon_montana","Geotrygon_saphirina","Geranospiza_caerulescens","Glaucidium_peruanum","Glaucis_aeneus","Glyphorynchus_spirurus","Grallaria_guatimalensis","Gymnopithys_leucaspis","Myrmeciza_immaculata","Harpagus_bidentatus","Heliodoxa_jacula","Heliomaster_longirostris","Heliothryx_barroti","Hemithraupis_guira","Henicorhina_leucosticta","Herpetotheres_cachinnans","Heterospingus_xanthopygius","Hylopezus_perspicillatus","Hylophylax_naevioides","Icterus_mesomelas","Ictinia_plumbea","Jacamerops_aureus","Laterallus_albigularis","Legatus_leucophaius","Lepidocolaptes_souleyetii","Lepidothrix_coronata","Leptodon_cayanensis","Leptopogon_superciliaris","Leptotila_pallida","Leptotila_verreauxi","Geotrygon_veraguensis","Leucopternis_semiplumbeus","Lipaugus_unirufus","Lophotriccus_pileatus","Malacoptila_panamensis","Manacus_manacus","Masius_chrysopterus","Megaceryle_torquata","Megarynchus_pitangua","Megascops_guatemalae","Melanerpes_pucherani","Micrastur_plumbeus","Micrastur_ruficollis","Micrastur_semitorquatus","Microbates_cinereiventris","Microcerculus_marginatus","Micromonacha_lanceolata","Microrhopias_quixensis","Mionectes_oleagineus","Mionectes_olivaceus","Mitrephanes_phaeocercus","Mitrospingus_cassinii","Molothrus_bonariensis","Momotus_momota","Leucopternis_princeps","Myiarchus_tuberculifer","Myiobius_atricaudus","Myiobius_sulphureipygius","Myiodynastes_maculatus","Myiopagis_caniceps","Myiopagis_subplacens","Myiopagis_viridicata","Myiophobus_fasciatus","Myiornis_atricapillus","Basileuterus_chrysogaster","Phaeothlypis_fulvicauda","Myiotriccus_ornatus","Myiozetetes_cayanensis","Myiozetetes_granadensis","Myiozetetes_similis","Myrmotherula_axillaris","Myrmotherula_ignota","Myrmotherula_pacifica","Myrmotherula_schisticolor","Neomorphus_radiolosus","Notharchus_hyperrhynchus","Notharchus_pectoralis","Notharchus_tectus","Nyctibius_griseus","Nyctidromus_albicollis","Nyctiphrynus_rosenbergi","Nystalus_radiatus","Odontophorus_erythrops","Odontorchilus_branickii","Ornithion_brunneicapillus","Ortalis_erythroptera","Pachyramphus_albogriseus","Pachyramphus_cinnamomeus","Pachyramphus_homochrous","Pachyramphus_spodiurus","Hylophilus_decurtatus","Panyptila_cayennensis","Passer_domesticus","Patagioenas_cayennensis","Patagioenas_goodsoni","Patagioenas_speciosa","Patagioenas_subvinacea","Penelope_ortoni","Penelope_purpurascens","Phaenostictus_mcleannani","Phaethornis_striigularis","Phaethornis_yaruqui","Phyllomyias_griseiceps","Piaya_cayana","Piculus_litae","Picumnus_olivaceus","Pionus_chalcopterus","Pionus_menstruus","Piranga_rubra","Pittasoma_rufopileatum","Platyrinchus_coronatus","Platyrinchus_mystaceus","Myrmeciza_exsul","Polioptila_plumbea","Polioptila_schistaceigula","Porphyrio_martinica","Premnoplex_brunnescens","Progne_chalybea","Psarocolius_wagleri","Aratinga_erythrogenys","Pteroglossus_torquatus","Pulsatrix_perspicillata","Pygochelidon_cyanoleuca","Pyrilia_pulchra","Pyrocephalus_rubinus","Pyrrhura_melanura","Querula_purpurata","Ramphastos_ambiguus","Ramphastos_brevis","Ramphocaenus_melanurus","Ramphocelus_flammigerus","Rhynchocyclus_pacificus","Rhynchortyx_cinctus","Rhytipterna_holerythra","Rostrhamus_sociabilis","Buteo_magnirostris","Saltator_atripennis","Saltator_grossus","Saltator_maximus","Sapayoa_aenigma","Schiffornis_turdina","Sclerurus_guatemalensis","Sclerurus_mexicanus","Scytalopus_chocoensis","Parula_pitiayumi","Myrmeciza_berlepschi","Myrmeciza_nigricauda","Sirystes_albogriseus","Sittasomus_griseicapillus","Carduelis_xanthogastra","Spizaetus_ornatus","Spizaetus_tyrannus","Oryzoborus_angolensis","Sporophila_corvina","Oryzoborus_crassirostris","Oryzoborus_funereus","Sporophila_nigricollis","Stelgidopteryx_ruficollis","Streptoprocne_zonaris","Synallaxis_brachyura","Tachyphonus_delatrii","Tachyphonus_luctuosus","Tachyphonus_rufus","Tangara_cyanicollis","Tangara_florida","Tangara_gyrola","Tangara_icterocephala","Tangara_johannae","Tangara_larvata","Tangara_lavinia","Tangara_palmeri","Tapera_naevia","Taraba_major","Terenotriccus_erythrurus","Tersina_viridis","Thalurania_colombica","Thamnistes_anabatinus","Thamnophilus_atrinucha","Thraupis_episcopus","Thraupis_palmarum","Threnetes_ruckeri","Tiaris_obscurus","Tiaris_olivaceus","Tinamus_major","Tityra_inquisitor","Tityra_semifasciata","Todirostrum_cinereum","Todirostrum_nigriceps","Tolmomyias_assimilis","Touit_dilectissimus","Troglodytes_aedon","Trogon_caligatus","Trogon_chionurus","Trogon_collaris","Trogon_comptus","Trogon_massena","Trogon_rufus","Hylophilus_ochraceiceps","Turdus_assimilis","Turdus_maculirostris","Turdus_obsoletus","Tyrannulus_elatus","Tyrannus_melancholicus","Tyrannus_niveigularis","Vanellus_chilensis","Veniliornis_callonotus","Veniliornis_kirkii","Vireo_olivaceus","Vireolanius_leucotis","Volatinia_jacarina","Xenerpestes_minlosi","Xenops_minutus","Xenops_rutilans","Xiphorhynchus_erythropygius","Xiphorhynchus_lachrymosus","Zimmerius_albigularis","Zimmerius_chrysops","Zonotrichia_capensis","Color","TD_q0_est_Axis1","TD_q0_est_Axis2","TD_q1_est_Axis1","TD_q1_est_Axis2","TD_q2_est_Axis1","TD_q2_est_Axis2","FD_q0_est_Axis1","FD_q0_est_Axis2","FD_q1_est_Axis1","FD_q1_est_Axis2","FD_q2_est_Axis1","FD_q2_est_Axis2","PD_q0_est_Axis1","PD_q0_est_Axis2","PD_q1_est_Axis1","PD_q1_est_Axis2","PD_q2_est_Axis1","PD_q2_est_Axis2"
"OG40",0.527762929,-79.1723843,531,"Oldgrowth","F_Old",5.156335586,0.458524232,166.4813854,0.577218192,0.501852987,0.446479064,0.169636285,0.866356647,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,13,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,2,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,"darkgreen",0.41752988108727,0.132144955077368,0.41160887381325,0.169699438177853,0.397741729074541,0.228564517082031,0.0678433006138518,0.0261923837496241,0.103161397175642,0.0910322916183024,0.119588415865195,0.107536757656919,0.237497487039325,0.108385061396361,-0.186234632747247,-0.206969964178653,0.0900728133469954,0.0390590125420295
"OG41",0.52989604,-79.18850798,389,"Oldgrowth","F_Old",5.278762851,0.382898657,363.8393378,0.841602144,0.476571382,0.42812116,0.032542554,0.305180432,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,2,0,0,0,0,1,0,16,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,4,1,0,2,0,0,0,4,1,0,1,0,7,0,0,6,1,1,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,4,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,9,0,1,0,0,0,0,0,1,0,0,0,0,0,6,5,0,0,0,0,1,3,0,0,0,6,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,1,0,0,3,0,0,0,2,2,0,0,1,4,1,3,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,6,6,0,0,"darkgreen",0.184865117445778,-0.0189618156929795,0.209806852836869,-0.017583446246779,0.242625835939459,-0.000698639795490543,0.031073246783297,0.00019414341945103,0.00336101386875003,0.047380335969345,-0.0186278692379212,0.056100644588324,0.108665399050998,0.00303336403011454,-0.340767497711507,0.076430038501585,-0.0175359765105589,0.0241443968301986
"OG42",0.538493693,-79.17462629,374,"Oldgrowth","F_Old",5.227881122,0.414358335,149.3915319,0.619945708,0.519090491,0.438306554,0.072025721,0.835193452,0,1,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,5,0,0,4,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,6,12,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,3,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,8,0,0,0,1,3,0,0,0,5,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,6,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,"darkgreen",0.294220701401439,0.00744720305244314,0.290773402112954,0.0563771116918032,0.280030401814777,0.0610134277017876,0.0512349287018266,0.0146929955615781,0.0159152659233355,0.0889442870393637,-0.00867441915035408,0.0850292222255491,0.173401773880985,0.0201470001105753,-0.273957010032888,-0.0461041314664385,-0.00736521747064083,0.0516915610758861
"OG43",0.464510573,-79.2100058,238,"Oldgrowth","F_Old",5.209086863,0.425945834,148.0904716,0.674185617,0.509635985,0.43941041,0.057023259,0.710503472,0,0,0,0,0,0,2,5,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,2,2,0,2,0,0,2,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,5,0,4,0,0,1,0,0,0,0,0,0,2,4,0,1,5,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,1,3,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,11,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,9,2,0,0,"darkgreen",0.290162952107399,0.0948818588865279,0.279106513650313,0.129747365950659,0.253529442092818,0.163634527095677,0.0469757942908177,0.0239715563274729,0.0308911019115784,0.0858367686045896,0.0299220116242726,0.0901740041459434,0.159534147676549,0.0711821809329719,-0.214173380439792,-0.061913381054283,0.0352038466124452,0.0503134553712533
"OG44",0.474365344,-79.19811012,339,"Oldgrowth","F_Old",5.243415204,0.406287283,356.2961888,0.848234631,0.513064355,0.435052334,0.043621987,0.869391741,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,1,0,0,0,0,0,0,5,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1,1,0,0,0,5,1,1,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,1,0,0,10,0,0,0,0,2,0,0,0,1,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,"darkgreen",0.281591938050679,0.00336690605534755,0.296469096375322,0.0158767608783818,0.307072829630757,0.0218065119773351,0.0404782109102299,0.00357747363169262,0.0851875367420901,0.0411536869181564,0.109359219804938,0.0399385029268876,0.155050466413865,0.022260784708588,-0.34783276801972,-0.179264244100842,0.114426531730878,0.01243751384436
"OG45",0.477782981,-79.20370404,362,"Oldgrowth","F_Old",5.298702873,0.373659561,135.7379173,0.767057873,0.475339904,0.443354351,0.058915975,0.832567584,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,4,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,1,0,0,0,3,1,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,"darkgreen",0.366856587646715,0.0897904308889726,0.343869004597509,0.0992922270479785,0.30819934699821,0.0970285652167889,0.0611852631977536,0.0257972354797437,0.0539594270559937,0.0673354503807164,0.0496932501563656,0.0599056134419273,0.21337987065951,0.0743865144321358,-0.306465842173192,-0.0979856100985566,0.044862220046486,0.0158376739443138
"OG46",0.478052963,-79.19470296,260,"Oldgrowth","F_Old",5.216489097,0.413901647,75.0630893,0.633507138,0.414911958,0.433836835,0.047714872,0.425914559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"darkgreen",0.394872244832383,-0.228800113429773,0.407624115684116,-0.194851363990332,0.430075148216431,-0.147007656073468,0.084563601292969,-0.0216238877168543,0.315499668052005,-0.0130779989411201,0.396133388758821,-0.00479322686143702,0.30177422083669,-0.140197043927056,0.238917430513283,-0.606314278194132,0.36448937347351,0.111091464829697
"OG47",0.483218981,-79.21519504,450,"Oldgrowth","F_Old",5.270878795,0.388267886,92.95323134,0.689740862,0.456037179,0.436519237,0.052235332,0.617447917,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,4,0,0,3,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,5,0,0,0,1,0,3,0,0,1,0,6,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,2,0,0,"darkgreen",0.382939906561028,-0.0311557764622052,0.378787693533869,-0.0339660092921245,0.38151037564396,-0.035536690618677,0.0740763827365943,0.00213415719099677,0.114028893670529,0.0438258072068638,0.120112284257525,0.0332603398029363,0.224526895073088,-0.010588869041585,-0.254748409008926,-0.254834415519705,0.116597587138259,0.036709739360176
"OG48",0.531208981,-79.14474397,299,"Oldgrowth","F_Old",5.275542023,0.390609265,146.1718517,0.713017055,0.565418614,0.43219107,0.048228408,0.681358507,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,5,0,0,0,1,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,3,1,0,0,0,4,0,0,2,0,0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,4,0,0,17,1,0,0,2,0,0,0,2,0,1,0,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,7,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,2,0,0,0,0,1,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,2,1,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,1,0,0,0,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,3,0,0,"darkgreen",0.31814965491617,0.114663653021171,0.318614124470837,0.113936233117543,0.326836097023231,0.0742060147875509,0.0535067829184493,0.0330030813692643,0.018920502819749,0.0983134992019766,0.00234047216023678,0.091236047104656,0.183167218960109,0.0963275483469954,-0.252020910427455,-0.0653503637736237,-0.00716323685768483,0.0463424988222829
"OG49",0.531383995,-79.14797897,310,"Oldgrowth","F_Old",5.245368854,0.407784749,340.3765362,0.822896322,0.469989514,0.427736499,0.042618525,0.620588418,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,1,5,0,0,1,0,8,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,3,0,4,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,0,8,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,0,0,2,3,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,3,0,3,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,"darkgreen",0.23702574820798,-0.03484112950691,0.254431003773497,-0.0324046293376338,0.274645285022684,-0.0400323366069765,0.0374576642002291,-0.00132236813342052,0.0599180648566609,0.0342766458274582,0.0664529630149858,0.0347419121535398,0.137901381987959,0.0117596937823837,-0.350270045731345,-0.122826621480796,0.0742308365985028,0.0210104822571794
